EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-09-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : maximum temperature in 0.1 &#176;C
30-34 Q_TX : Quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 106439) of FRANCE, LE PUY - LOUDES (STAID: 2196)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TX, Q_TX
  2196,106439,19850418,  115,    0
  2196,106439,19850419,  184,    0
  2196,106439,19850420,  201,    0
  2196,106439,19850421,  131,    0
  2196,106439,19850422,  130,    0
  2196,106439,19850423,  141,    0
  2196,106439,19850424,  101,    0
  2196,106439,19850425,  144,    0
  2196,106439,19850426,   94,    0
  2196,106439,19850427,  130,    0
  2196,106439,19850428,   68,    0
  2196,106439,19850429,   69,    0
  2196,106439,19850430,  142,    0
  2196,106439,19850501,  156,    0
  2196,106439,19850502,  172,    0
  2196,106439,19850503,   82,    0
  2196,106439,19850504,   81,    0
  2196,106439,19850505,  100,    0
  2196,106439,19850506,   66,    0
  2196,106439,19850507,   77,    0
  2196,106439,19850508,   77,    0
  2196,106439,19850509,  102,    0
  2196,106439,19850510,   61,    0
  2196,106439,19850511,   53,    0
  2196,106439,19850512,  117,    0
  2196,106439,19850513,  110,    0
  2196,106439,19850514,  137,    0
  2196,106439,19850515,  166,    0
  2196,106439,19850516,  151,    0
  2196,106439,19850517,  169,    0
  2196,106439,19850518,  154,    0
  2196,106439,19850519,  153,    0
  2196,106439,19850520,  165,    0
  2196,106439,19850521,  129,    0
  2196,106439,19850522,  139,    0
  2196,106439,19850523,  177,    0
  2196,106439,19850524,  201,    0
  2196,106439,19850525,  215,    0
  2196,106439,19850526,  214,    0
  2196,106439,19850527,  194,    0
  2196,106439,19850528,  136,    0
  2196,106439,19850529,  150,    0
  2196,106439,19850530,  173,    0
  2196,106439,19850531,  244,    0
  2196,106439,19850601,  252,    0
  2196,106439,19850602,  227,    0
  2196,106439,19850603,  211,    0
  2196,106439,19850604,  220,    0
  2196,106439,19850605,  210,    0
  2196,106439,19850606,  221,    0
  2196,106439,19850607,  180,    0
  2196,106439,19850608,  125,    0
  2196,106439,19850609,  136,    0
  2196,106439,19850610,  142,    0
  2196,106439,19850611,  151,    0
  2196,106439,19850612,  222,    0
  2196,106439,19850613,  196,    0
  2196,106439,19850614,  238,    0
  2196,106439,19850615,  169,    0
  2196,106439,19850616,  141,    0
  2196,106439,19850617,  173,    0
  2196,106439,19850618,  212,    0
  2196,106439,19850619,  128,    0
  2196,106439,19850620,  150,    0
  2196,106439,19850621,  243,    0
  2196,106439,19850622,  144,    0
  2196,106439,19850623,  142,    0
  2196,106439,19850624,  164,    0
  2196,106439,19850625,  203,    0
  2196,106439,19850626,  252,    0
  2196,106439,19850627,  179,    0
  2196,106439,19850628,  204,    0
  2196,106439,19850629,  247,    0
  2196,106439,19850630,  290,    0
  2196,106439,19850701,  268,    0
  2196,106439,19850702,  252,    0
  2196,106439,19850703,  274,    0
  2196,106439,19850704,  238,    0
  2196,106439,19850705,  217,    0
  2196,106439,19850706,  227,    0
  2196,106439,19850707,  246,    0
  2196,106439,19850708,  272,    0
  2196,106439,19850709,  243,    0
  2196,106439,19850710,  229,    0
  2196,106439,19850711,  226,    0
  2196,106439,19850712,  268,    0
  2196,106439,19850713,  287,    0
  2196,106439,19850714,  281,    0
  2196,106439,19850715,  264,    0
  2196,106439,19850716,  240,    0
  2196,106439,19850717,  243,    0
  2196,106439,19850718,  280,    0
  2196,106439,19850719,  258,    0
  2196,106439,19850720,  213,    0
  2196,106439,19850721,  216,    0
  2196,106439,19850722,  283,    0
  2196,106439,19850723,  293,    0
  2196,106439,19850724,  312,    0
  2196,106439,19850725,  340,    0
  2196,106439,19850726,  321,    0
  2196,106439,19850727,  285,    0
  2196,106439,19850728,  274,    0
  2196,106439,19850729,  218,    0
  2196,106439,19850730,  184,    0
  2196,106439,19850731,  198,    0
  2196,106439,19850801,  195,    0
  2196,106439,19850802,  238,    0
  2196,106439,19850803,  257,    0
  2196,106439,19850804,  236,    0
  2196,106439,19850805,  239,    0
  2196,106439,19850806,  130,    0
  2196,106439,19850807,  170,    0
  2196,106439,19850808,  261,    0
  2196,106439,19850809,  306,    0
  2196,106439,19850810,  201,    0
  2196,106439,19850811,  258,    0
  2196,106439,19850812,  276,    0
  2196,106439,19850813,  286,    0
  2196,106439,19850814,  299,    0
  2196,106439,19850815,  279,    0
  2196,106439,19850816,  256,    0
  2196,106439,19850817,  225,    0
  2196,106439,19850818,  261,    0
  2196,106439,19850819,  302,    0
  2196,106439,19850820,  256,    0
  2196,106439,19850821,  299,    0
  2196,106439,19850822,  276,    0
  2196,106439,19850823,  265,    0
  2196,106439,19850824,  271,    0
  2196,106439,19850825,  175,    0
  2196,106439,19850826,  150,    0
  2196,106439,19850827,  190,    0
  2196,106439,19850828,  231,    0
  2196,106439,19850829,  254,    0
  2196,106439,19850830,  287,    0
  2196,106439,19850831,  273,    0
  2196,106439,19850901,  235,    0
  2196,106439,19850902,  260,    0
  2196,106439,19850903,  190,    0
